20 10000
12 -14 6
6 -1 2
2 -4 10
-6 4 3
5 3 14
-45 -26 1
-6 20 5
21 9 11
0 7 14
-19 6 9
27 -16 4
26 10 10
-3 25 12
-2 -33 16
-11 -6 6
-16 -1 6
5 0 2
8 -44 10
27 30 6
16 8 6
3 -3 11433 952
6 -13 7490 1513
27 -4 6706 1
17 -19 3282 586
-18 -13 0 1
9 -20 9356 338
-21 -38 3862 1438
9 -7 6615 731
17 -6 2883 1
35 0 1003 637
4 16 8674 677
23 -12 13000 1
13 -7 0 1083
5 13 7772 1
-18 0 12822 1
17 -14 0 1657
38 19 0 683
21 -13 1105 1223
-41 -22 1990 1
-11 34 9001 1
-22 8 5627 243
-21 -14 5021 1
15 36 665 2112
2 42 0 464
9 -1 10961 1
-20 5 2088 1
0 0 4548 1284
33 -11 8194 669
-11 -31 0 1152
7 40 4784 1395
-6 -13 0 1
-4 19 5904 1
-16 1 0 508
-16 3 5131 401
27 -1 0 55
6 -44 0 639
33 13 4888 1
-9 15 5028 1
0 -24 12873 1
22 -38 3398 1
-3 16 23 1
-36 -27 7931 200
-56 -23 8027 1
-16 17 9116 505
-5 -8 1902 1
12 10 3133 1155
0 13 5611 341
34 6 14752 891
-5 -13 9585 316
-2 -10 0 739
20 57 7148 1
-43 -31 10231 219
-1 27 7964 758
40 -15 2090 1
-19 -44 7959 454
21 0 10167 1
-50 -21 2994 522
-2 -28 2660 1
27 -4 0 1
17 4 0 1
16 -17 5912 1
-20 -35 4757 940
3 -13 0 1
-6 -33 11061 382
21 15 0 1525
-24 28 0 82
15 4 2104 1
9 56 4068 765
-17 18 7126 1
19 23 4000 1
-52 -5 2414 1
-27 -13 4060 2756
0 11 10083 107
28 0 5769 1
-1 32 1627 1
34 -21 11106 897
-5 13 10889 1
-14 4 0 85
-11 -2 7540 426
-14 16 5645 481
12 -30 10187 1005
27 17 5175 1
-15 -29 15793 1547
31 18 11047 641
-17 0 0 1
15 -10 14383 2193
-10 -12 3476 1
-23 6 5022 55
-56 -11 3904 1
2 1 0 1
-4 7 10677 1188
-20 -10 14418 1
15 -12 14868 923
18 -10 9572 1
11 -17 0 693
1 -4 9605 1
-31 5 8822 620
32 53 9732 773
-5 -10 962 1
18 12 4250 1
19 16 1993 1
2 30 57 1
11 -9 4170 1
11 37 9899 3019
34 43 11171 290
-6 11 6333 1
5 -21 18893 1151
8 29 8553 1
23 -17 0 1
-29 14 12992 477
13 8 11235 1
29 -12 13400 842
57 -6 1398 1
-34 34 3599 1
6 4 13424 723
16 31 8866 813
-32 -5 0 1
2 -6 0 1
-24 21 0 813
-6 5 11977 1
-4 33 6129 1119
11 13 14137 472
13 -2 3474 1
20 8 676 1353
32 -37 259 1303
-7 2 0 2356
-17 -17 5245 270
-11 1 444 1
0 -34 0 1
-11 11 6040 1868
48 -16 4054 1
0 9 3631 1515
-12 22 4256 904
-2 -3 0 639
14 8 4891 27
-9 -2 5592 1
-5 20 8020 1
-18 -12 0 856
10 5 589 1196
6 -52 2695 2558
29 -25 11750 1383
8 17 2112 811
-18 15 0 1
8 -1 12590 1
-12 -4 4233 1
3 -10 5412 1
-24 -11 6494 739
-9 -54 6502 1
1 8 8969 1
15 16 6745 383
4 0 8935 1
28 3 2814 1
2 45 7247 1
1 15 12002 1
-33 13 9181 1
-5 -21 0 1
5 6 2123 1
-12 -5 0 1
19 5 7717 1
8 1 0 1
-48 -18 4112 1
44 -34 10339 1607
-6 -1 7418 1
25 -18 2746 1
9 -6 5805 1
11 10 14449 377
-10 4 0 2179
5 -1 0 1078
-5 -12 0 768
-4 19 5890 1
27 9 0 288
-14 -6 11892 1
-7 18 4566 227
7 -48 3213 576
3 -23 1052 414
18 -34 1028 1
-4 -22 593 609
-23 -4 729 663
42 17 1483 633
-25 -6 3934 1
-23 -21 0 1
16 11 7233 887
-5 19 3588 1
45 -37 0 563
7 -8 7852 1515
0 -13 1571 425
11 6 0 1
-4 -9 7327 979
3 -44 10345 1
-6 -14 7977 153
-17 0 5561 1
-28 -44 6639 547
-28 -20 5941 1
10 -53 4015 737
-15 -14 1918 799
-15 -3 8429 643
4 12 0 1
-19 13 3499 2046
2 9 8462 292
-17 21 6640 253
-1 -10 5094 666
-2 -12 6830 743
-3 -8 0 1481
9 -3 1320 967
22 31 8255 592
-4 5 9959 95
-8 13 172 1
-5 -2 0 1
19 59 232 741
7 0 0 1286
35 -1 0 56
-6 -23 1588 290
42 -4 10185 1
-17 -13 4909 1220
-4 19 7122 475
-40 -18 3151 1610
-4 -26 804 1
12 -9 6788 1
-3 -37 0 1
33 -15 4420 1913
4 20 6465 1
-13 13 11850 1
-21 -3 10137 1032
-11 -6 4570 1
20 -6 13895 242
-36 -35 12931 433
22 5 7802 1
24 6 6880 990
10 17 9074 11
-3 7 12528 1110
0 -21 9007 227
10 6 10257 1
-27 35 2968 1
-11 -4 4123 1
-8 -2 1919 1590
1 3 4608 807
-13 14 8404 1
-13 2 3108 620
37 -29 2840 660
26 31 0 288
9 -21 3322 1
4 20 5930 1
2 0 10603 978
0 1 1079 1
-43 6 7492 398
